ZFIN:ZDB-GENE-070410-44	NCBI_gene:11162
ZFIN:ZDB-GENE-040426-2142	NCBI_gene:50808
ZFIN:ZDB-GENE-041014-334	NCBI_gene:221264
ZFIN:ZDB-GENE-041014-337	NCBI_gene:221264
ZFIN:ZDB-GENE-030131-512	NCBI_gene:204
ZFIN:ZDB-GENE-030131-8256	NCBI_gene:26289
ZFIN:ZDB-GENE-040822-37	NCBI_gene:203
ZFIN:ZDB-GENE-040426-2113	NCBI_gene:51727
ZFIN:ZDB-GENE-030131-3554	NCBI_gene:55732
ZFIN:ZDB-GENE-990415-247	NCBI_gene:6240
ZFIN:ZDB-GENE-081022-117	NCBI_gene:54757
ZFIN:ZDB-GENE-040724-125	NCBI_gene:9917
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-030131-913	NCBI_gene:23564
ZFIN:ZDB-GENE-040426-2446	NCBI_gene:101930232
ZFIN:ZDB-GENE-041111-216	NCBI_gene:4703
ZFIN:ZDB-GENE-030131-1936	NCBI_gene:3927
ZFIN:ZDB-GENE-050417-457	NCBI_gene:9538
ZFIN:ZDB-GENE-020108-1	NCBI_gene:5660
ZFIN:ZDB-GENE-070410-35	NCBI_gene:51204
ZFIN:ZDB-GENE-070410-3	NCBI_gene:84267
ZFIN:ZDB-GENE-030131-5174	NCBI_gene:11337
ZFIN:ZDB-GENE-040426-2232	NCBI_gene:84557
ZFIN:ZDB-GENE-030131-1145	NCBI_gene:81631
ZFIN:ZDB-GENE-040426-1080	NCBI_gene:440738
ZFIN:ZDB-GENE-040718-336	NCBI_gene:11345
ZFIN:ZDB-GENE-040426-2467	NCBI_gene:5096
ZFIN:ZDB-GENE-040426-2493	NCBI_gene:64087
ZFIN:ZDB-GENE-040624-10	NCBI_gene:64208
ZFIN:ZDB-GENE-060518-2	NCBI_gene:64091
ZFIN:ZDB-GENE-040624-11	NCBI_gene:11149
ZFIN:ZDB-GENE-070905-3	NCBI_gene:3588
ZFIN:ZDB-GENE-040724-249	NCBI_gene:53832
ZFIN:ZDB-GENE-050417-234	NCBI_gene:2152
ZFIN:ZDB-GENE-050909-1	NCBI_gene:3454
ZFIN:ZDB-GENE-070905-2	NCBI_gene:163702
ZFIN:ZDB-GENE-040426-2476	NCBI_gene:55695
ZFIN:ZDB-GENE-050309-7	NCBI_gene:4839
ZFIN:ZDB-GENE-030317-1	NCBI_gene:7166
ZFIN:ZDB-GENE-040624-4	NCBI_gene:121278
ZFIN:ZDB-GENE-050201-1	NCBI_gene:7054
ZFIN:ZDB-GENE-031006-2	NCBI_gene:101929036
ZFIN:ZDB-GENE-030328-21	NCBI_gene:55500
ZFIN:ZDB-GENE-050913-135	NCBI_gene:55224
ZFIN:ZDB-GENE-050208-149	NCBI_gene:1120
ZFIN:ZDB-GENE-050419-169	NCBI_gene:1643
ZFIN:ZDB-GENE-061013-787	NCBI_gene:115948
ZFIN:ZDB-GENE-060929-272	NCBI_gene:85014
ZFIN:ZDB-GENE-041114-110	NCBI_gene:93233
ZFIN:ZDB-GENE-070912-667	NCBI_gene:126306
ZFIN:ZDB-GENE-091006-2	NCBI_gene:246269
ZFIN:ZDB-GENE-061207-37	NCBI_gene:57017
ZFIN:ZDB-GENE-070912-112	NCBI_gene:57709
ZFIN:ZDB-GENE-041212-5	NCBI_gene:6542
ZFIN:ZDB-GENE-030919-2	NCBI_gene:6545
ZFIN:ZDB-GENE-041114-206	NCBI_gene:84889
ZFIN:ZDB-GENE-091116-69	NCBI_gene:6541
ZFIN:ZDB-GENE-000607-21	NCBI_gene:9057
ZFIN:ZDB-GENE-051127-5	NCBI_gene:9056
ZFIN:ZDB-GENE-080116-1	NCBI_gene:56301
ZFIN:ZDB-GENE-030616-586	NCBI_gene:23428
ZFIN:ZDB-GENE-080116-2	NCBI_gene:11136
ZFIN:ZDB-GENE-040426-1800	NCBI_gene:4860
ZFIN:ZDB-GENE-040426-1505	NCBI_gene:4507
ZFIN:ZDB-GENE-030131-3522	NCBI_gene:102723386
ZFIN:ZDB-GENE-070103-3	NCBI_gene:266722
ZFIN:ZDB-GENE-030909-14	NCBI_gene:90161
ZFIN:ZDB-GENE-070103-2	NCBI_gene:9394
ZFIN:ZDB-GENE-050809-88	NCBI_gene:55814
ZFIN:ZDB-GENE-050320-50	NCBI_gene:10360
ZFIN:ZDB-GENE-080723-7	NCBI_gene:4869
ZFIN:ZDB-GENE-050417-218	NCBI_gene:8424
ZFIN:ZDB-GENE-091204-144	NCBI_gene:55217
ZFIN:ZDB-GENE-030131-599	NCBI_gene:90861
ZFIN:ZDB-GENE-040426-2485	NCBI_gene:80318
ZFIN:ZDB-GENE-030131-808	NCBI_gene:1503
ZFIN:ZDB-GENE-030131-8585	NCBI_gene:100124516
ZFIN:ZDB-GENE-040718-384	NCBI_gene:79639
ZFIN:ZDB-GENE-040426-1045	NCBI_gene:55120
ZFIN:ZDB-GENE-040426-59	NCBI_gene:7298
ZFIN:ZDB-GENE-010406-5	NCBI_gene:1719
ZFIN:ZDB-GENE-031007-1	NCBI_gene:606500
ZFIN:ZDB-GENE-080204-114	NCBI_gene:23556
ZFIN:ZDB-GENE-081022-148	NCBI_gene:131669
ZFIN:ZDB-GENE-090612-2	NCBI_gene:7013
ZFIN:ZDB-GENE-080215-5	NCBI_gene:102724531
ZFIN:ZDB-GENE-040914-58	NCBI_gene:285527
ZFIN:ZDB-GENE-080220-59	NCBI_gene:27440
ZFIN:ZDB-GENE-040426-2519	NCBI_gene:54675
ZFIN:ZDB-GENE-030131-7564	NCBI_gene:54949
ZFIN:ZDB-GENE-041111-120	NCBI_gene:54014
ZFIN:ZDB-GENE-100921-43	NCBI_gene:254065
ZFIN:ZDB-GENE-050208-261	NCBI_gene:55023
ZFIN:ZDB-GENE-050417-344	NCBI_gene:54499
ZFIN:ZDB-GENE-040718-225	NCBI_gene:94107
ZFIN:ZDB-GENE-110411-38	NCBI_gene:54680
ZFIN:ZDB-GENE-060810-10	NCBI_gene:10785
ZFIN:ZDB-GENE-040912-8	NCBI_gene:87769
ZFIN:ZDB-GENE-040718-43	NCBI_gene:57107
ZFIN:ZDB-GENE-030131-4430	NCBI_gene:23590
ZFIN:ZDB-GENE-030131-8742	NCBI_gene:9453
ZFIN:ZDB-GENE-100212-2	NCBI_gene:7128
ZFIN:ZDB-GENE-061110-94	NCBI_gene:54764
ZFIN:ZDB-GENE-060421-3113	NCBI_gene:285362
ZFIN:ZDB-GENE-041010-55	NCBI_gene:25870
ZFIN:ZDB-GENE-040718-49	NCBI_gene:84072
ZFIN:ZDB-GENE-030131-1238	NCBI_gene:51292
ZFIN:ZDB-GENE-050522-48	NCBI_gene:2766
ZFIN:ZDB-GENE-030114-5	NCBI_gene:3615
ZFIN:ZDB-GENE-040704-15	NCBI_gene:3614
ZFIN:ZDB-GENE-050522-306	NCBI_gene:132671
ZFIN:ZDB-GENE-040426-953	NCBI_gene:60487
ZFIN:ZDB-GENE-030131-2912	NCBI_gene:51250
ZFIN:ZDB-GENE-061027-53	NCBI_gene:22930
ZFIN:ZDB-GENE-060503-319	NCBI_gene:23174
ZFIN:ZDB-GENE-070912-269	NCBI_gene:54877
ZFIN:ZDB-GENE-040714-2	NCBI_gene:5433
ZFIN:ZDB-GENE-060503-838	NCBI_gene:5239
ZFIN:ZDB-GENE-040426-1245	NCBI_gene:5236
ZFIN:ZDB-GENE-041008-205	NCBI_gene:283209
ZFIN:ZDB-GENE-040426-2218	NCBI_gene:55276
ZFIN:ZDB-GENE-041024-13	NCBI_gene:5238
ZFIN:ZDB-GENE-040426-1918	NCBI_gene:3251
ZFIN:ZDB-GENE-030131-3375	NCBI_gene:550
ZFIN:ZDB-GENE-050417-8	NCBI_gene:79712
ZFIN:ZDB-GENE-091113-4	NCBI_gene:23545
ZFIN:ZDB-GENE-040426-2022	NCBI_gene:10312
ZFIN:ZDB-GENE-030131-3027	NCBI_gene:102723826
ZFIN:ZDB-GENE-050522-215	NCBI_gene:102723826
ZFIN:ZDB-GENE-040912-56	NCBI_gene:6309
ZFIN:ZDB-GENE-040426-2907	NCBI_gene:10826
ZFIN:ZDB-GENE-041212-81	NCBI_gene:9023
ZFIN:ZDB-GENE-040426-2670	NCBI_gene:6307
ZFIN:ZDB-GENE-021115-1	NCBI_gene:4891
ZFIN:ZDB-GENE-040426-1443	NCBI_gene:54901
ZFIN:ZDB-GENE-070424-90	NCBI_gene:51654
ZFIN:ZDB-GENE-040428-1	NCBI_gene:5925
ZFIN:ZDB-GENE-030131-8179	NCBI_gene:5933
ZFIN:ZDB-GENE-040426-2904	NCBI_gene:55831
ZFIN:ZDB-GENE-040426-1399	NCBI_gene:9532
ZFIN:ZDB-GENE-030131-428	NCBI_gene:5108
ZFIN:ZDB-GENE-030131-6208	NCBI_gene:64925
ZFIN:ZDB-GENE-030521-5	NCBI_gene:102465667
ZFIN:ZDB-GENE-030131-879	NCBI_gene:10130
ZFIN:ZDB-GENE-030131-5493	NCBI_gene:9601
ZFIN:ZDB-GENE-031002-9	NCBI_gene:2923
ZFIN:ZDB-GENE-050706-155	NCBI_gene:56255
ZFIN:ZDB-GENE-030131-2327	NCBI_gene:81542
ZFIN:ZDB-GENE-050522-396	NCBI_gene:54495
ZFIN:ZDB-GENE-040426-1902	NCBI_gene:23071
ZFIN:ZDB-GENE-080610-1	NCBI_gene:5034
ZFIN:ZDB-GENE-040426-1951	NCBI_gene:81567
ZFIN:ZDB-GENE-041014-164	NCBI_gene:375057
ZFIN:ZDB-GENE-030131-774	NCBI_gene:1491
ZFIN:ZDB-GENE-050306-48	NCBI_gene:138199
ZFIN:ZDB-GENE-070410-12	NCBI_gene:11101
ZFIN:ZDB-GENE-050522-394	NCBI_gene:51020
ZFIN:ZDB-GENE-040426-2148	NCBI_gene:1528
ZFIN:ZDB-GENE-040426-2614	NCBI_gene:80777
ZFIN:ZDB-GENE-080220-31	NCBI_gene:64102
ZFIN:ZDB-GENE-010713-1	NCBI_gene:11061
ZFIN:ZDB-GENE-010817-1	NCBI_gene:284
ZFIN:ZDB-GENE-041010-175	NCBI_gene:10218
ZFIN:ZDB-GENE-030131-9506	NCBI_gene:10875
ZFIN:ZDB-GENE-030131-5054	NCBI_gene:253935
ZFIN:ZDB-GENE-040426-1998	NCBI_gene:2266
ZFIN:ZDB-GENE-081105-148	NCBI_gene:84929
ZFIN:ZDB-GENE-070216-2	NCBI_gene:163479
ZFIN:ZDB-GENE-031010-21	NCBI_gene:2243
ZFIN:ZDB-GENE-010817-3	NCBI_gene:27329
ZFIN:ZDB-GENE-041111-222	NCBI_gene:51129
ZFIN:ZDB-GENE-030131-9261	NCBI_gene:2244
ZFIN:ZDB-GENE-030804-1	NCBI_gene:7143
ZFIN:ZDB-GENE-070103-5	NCBI_gene:7148
ZFIN:ZDB-GENE-070103-5	NCBI_gene:7148
ZFIN:ZDB-GENE-070103-5	NCBI_gene:7148
ZFIN:ZDB-GENE-980526-104	NCBI_gene:3371
ZFIN:ZDB-GENE-071004-9	NCBI_gene:2219
ZFIN:ZDB-GENE-040426-2246	NCBI_gene:2219
ZFIN:ZDB-GENE-071004-9	NCBI_gene:2220
ZFIN:ZDB-GENE-040426-2246	NCBI_gene:2220
ZFIN:ZDB-GENE-000426-1	NCBI_gene:2335
ZFIN:ZDB-GENE-030131-9735	NCBI_gene:83854
ZFIN:ZDB-GENE-040724-269	NCBI_gene:9068
ZFIN:ZDB-GENE-050624-1	NCBI_gene:23452
ZFIN:ZDB-GENE-030616-362	NCBI_gene:54529
ZFIN:ZDB-GENE-040426-1091	NCBI_gene:440
ZFIN:ZDB-GENE-040426-2634	NCBI_gene:1610
ZFIN:ZDB-GENE-080204-116	NCBI_gene:8528
ZFIN:ZDB-GENE-081028-57	NCBI_gene:734
ZFIN:ZDB-GENE-040426-864	NCBI_gene:29948
ZFIN:ZDB-GENE-980526-109	NCBI_gene:1158
ZFIN:ZDB-GENE-060929-902	NCBI_gene:1152
ZFIN:ZDB-GENE-020103-2	NCBI_gene:1152
ZFIN:ZDB-GENE-030131-5717	NCBI_gene:1160
ZFIN:ZDB-GENE-030131-611	NCBI_gene:548596
ZFIN:ZDB-GENE-030131-611	NCBI_gene:548596
ZFIN:ZDB-GENE-040801-39	NCBI_gene:51029
ZFIN:ZDB-GENE-040426-1657	NCBI_gene:27351
ZFIN:ZDB-GENE-041026-2	NCBI_gene:27333
ZFIN:ZDB-GENE-040426-2454	NCBI_gene:26784
ZFIN:ZDB-GENE-060929-264	NCBI_gene:64969
ZFIN:ZDB-GENE-040801-11	NCBI_gene:5524
ZFIN:ZDB-GENE-060616-252	NCBI_gene:64220
ZFIN:ZDB-GENE-081031-7	NCBI_gene:158787
ZFIN:ZDB-GENE-060503-437	NCBI_gene:55856
ZFIN:ZDB-GENE-070117-2423	NCBI_gene:84246
ZFIN:ZDB-GENE-040912-118	NCBI_gene:8409
ZFIN:ZDB-GENE-040426-1068	NCBI_gene:89781
ZFIN:ZDB-GENE-070912-548	NCBI_gene:6498
ZFIN:ZDB-GENE-990715-9	NCBI_gene:6497
ZFIN:ZDB-GENE-060825-57	NCBI_gene:652991
ZFIN:ZDB-GENE-050419-82	NCBI_gene:390598
ZFIN:ZDB-GENE-040625-147	NCBI_gene:6135
ZFIN:ZDB-GENE-091118-127	NCBI_gene:322
ZFIN:ZDB-GENE-090313-73	NCBI_gene:323
ZFIN:ZDB-GENE-040426-1071	NCBI_gene:26780
ZFIN:ZDB-GENE-060526-47	NCBI_gene:79925
ZFIN:ZDB-GENE-041010-125	NCBI_gene:706
ZFIN:ZDB-GENE-040718-125	NCBI_gene:84545
ZFIN:ZDB-GENE-051120-141	NCBI_gene:51605
ZFIN:ZDB-GENE-030131-1178	NCBI_gene:352999
ZFIN:ZDB-GENE-030616-612	NCBI_gene:528
ZFIN:ZDB-GENE-030131-9407	NCBI_gene:129401
ZFIN:ZDB-GENE-040426-2562	NCBI_gene:9824
ZFIN:ZDB-GENE-030131-6435	NCBI_gene:55188
ZFIN:ZDB-GENE-040927-18	NCBI_gene:102465445
ZFIN:ZDB-GENE-030724-1	NCBI_gene:8910
ZFIN:ZDB-GENE-041010-130	NCBI_gene:57092
ZFIN:ZDB-GENE-050522-45	NCBI_gene:6815
ZFIN:ZDB-GENE-050417-257	NCBI_gene:100653247
ZFIN:ZDB-GENE-081104-382	NCBI_gene:142679
ZFIN:ZDB-GENE-050626-91	NCBI_gene:11266
ZFIN:ZDB-GENE-041014-271	NCBI_gene:11221
ZFIN:ZDB-GENE-030613-1	NCBI_gene:1848
ZFIN:ZDB-GENE-030131-5457	NCBI_gene:1849
ZFIN:ZDB-GENE-080204-69	NCBI_gene:51207
ZFIN:ZDB-GENE-060312-23	NCBI_gene:338599
ZFIN:ZDB-GENE-041010-162	NCBI_gene:63904
ZFIN:ZDB-GENE-040912-45	NCBI_gene:51657
ZFIN:ZDB-GENE-040426-2360	NCBI_gene:80824
ZFIN:ZDB-GENE-040426-1842	NCBI_gene:101927562
ZFIN:ZDB-GENE-010625-1	NCBI_gene:1847
ZFIN:ZDB-GENE-040801-188	NCBI_gene:1844
ZFIN:ZDB-GENE-040426-709	NCBI_gene:1846
ZFIN:ZDB-GENE-040426-2018	NCBI_gene:1843
ZFIN:ZDB-GENE-040724-201	NCBI_gene:54434
ZFIN:ZDB-GENE-030131-3810	NCBI_gene:85464
ZFIN:ZDB-GENE-100922-143	NCBI_gene:7957
ZFIN:ZDB-GENE-070112-272	NCBI_gene:114971
ZFIN:ZDB-GENE-060503-848	NCBI_gene:55093
ZFIN:ZDB-GENE-070521-3	NCBI_gene:64216
ZFIN:ZDB-GENE-060929-1010	NCBI_gene:51106
ZFIN:ZDB-GENE-040801-75	NCBI_gene:27292
ZFIN:ZDB-GENE-050327-15	NCBI_gene:55847
ZFIN:ZDB-GENE-040426-1381	NCBI_gene:493856
ZFIN:ZDB-GENE-040426-2304	NCBI_gene:22921
ZFIN:ZDB-GENE-030411-3	NCBI_gene:51734
ZFIN:ZDB-GENE-040625-74	NCBI_gene:253827
ZFIN:ZDB-GENE-041014-344	NCBI_gene:4482
ZFIN:ZDB-GENE-070112-932	NCBI_gene:102723386
ZFIN:ZDB-GENE-060825-345	NCBI_gene:79736
ZFIN:ZDB-GENE-040718-456	NCBI_gene:1389
ZFIN:ZDB-GENE-031118-200	NCBI_gene:84326
ZFIN:ZDB-GENE-070615-31	NCBI_gene:56945
ZFIN:ZDB-GENE-040927-25	NCBI_gene:27294
ZFIN:ZDB-GENE-091118-89	NCBI_gene:54438
ZFIN:ZDB-GENE-061103-64	NCBI_gene:81577
ZFIN:ZDB-GENE-060929-312	NCBI_gene:644
ZFIN:ZDB-GENE-030131-8312	NCBI_gene:137492
ZFIN:ZDB-GENE-061110-126	NCBI_gene:155382
ZFIN:ZDB-GENE-060526-254	NCBI_gene:79720
ZFIN:ZDB-GENE-040426-712	NCBI_gene:51343
ZFIN:ZDB-GENE-040426-2044	NCBI_gene:991
ZFIN:ZDB-GENE-050417-313	NCBI_gene:79755
ZFIN:ZDB-GENE-120709-105	NCBI_gene:146325
ZFIN:ZDB-GENE-040801-104	NCBI_gene:9477
ZFIN:ZDB-GENE-040704-48	NCBI_gene:30
ZFIN:ZDB-GENE-990714-22	NCBI_gene:39
ZFIN:ZDB-GENE-040808-68	NCBI_gene:38
ZFIN:ZDB-GENE-040426-1996	NCBI_gene:10449
ZFIN:ZDB-GENE-050904-6	NCBI_gene:4351
ZFIN:ZDB-GENE-030131-4900	NCBI_gene:6748
ZFIN:ZDB-GENE-050522-437	NCBI_gene:4725
ZFIN:ZDB-GENE-040426-2077	NCBI_gene:5636
ZFIN:ZDB-GENE-030131-4011	NCBI_gene:5631
ZFIN:ZDB-GENE-040426-1139	NCBI_gene:30968
ZFIN:ZDB-GENE-070209-241	NCBI_gene:9399
ZFIN:ZDB-GENE-051102-2	NCBI_gene:7827
ZFIN:ZDB-GENE-980526-486	NCBI_gene:2040
ZFIN:ZDB-GENE-041114-104	NCBI_gene:10607
ZFIN:ZDB-GENE-050320-77	NCBI_gene:54584
ZFIN:ZDB-GENE-041122-1	NCBI_gene:54948
ZFIN:ZDB-GENE-030131-8756	NCBI_gene:619505
ZFIN:ZDB-GENE-030131-3586	NCBI_gene:96459
ZFIN:ZDB-GENE-090312-31	NCBI_gene:57600
ZFIN:ZDB-GENE-050522-202	NCBI_gene:102724737
ZFIN:ZDB-GENE-041114-204	NCBI_gene:81617
ZFIN:ZDB-GENE-040625-158	NCBI_gene:51719
ZFIN:ZDB-GENE-040718-206	NCBI_gene:29104
ZFIN:ZDB-GENE-050208-185	NCBI_gene:51409
ZFIN:ZDB-GENE-111107-1	NCBI_gene:254013
ZFIN:ZDB-GENE-030131-3831	NCBI_gene:84135
ZFIN:ZDB-GENE-040426-1770	NCBI_gene:84233
ZFIN:ZDB-GENE-030131-1378	NCBI_gene:11212
ZFIN:ZDB-GENE-111004-2	NCBI_gene:5473
ZFIN:ZDB-GENE-060526-79	NCBI_gene:4283
ZFIN:ZDB-GENE-060526-78	NCBI_gene:4283
ZFIN:ZDB-GENE-040924-1	NCBI_gene:10314
ZFIN:ZDB-GENE-070209-191	NCBI_gene:55915
ZFIN:ZDB-GENE-050913-15	NCBI_gene:84649
ZFIN:ZDB-GENE-110302-2	NCBI_gene:346606
ZFIN:ZDB-GENE-041212-51	NCBI_gene:346606
ZFIN:ZDB-GENE-041010-186	NCBI_gene:80168
ZFIN:ZDB-GENE-080305-11	NCBI_gene:116255
ZFIN:ZDB-GENE-081022-151	NCBI_gene:79849
ZFIN:ZDB-GENE-031222-1	NCBI_gene:5174
ZFIN:ZDB-GENE-031006-7	NCBI_gene:9368
ZFIN:ZDB-GENE-040426-2857	NCBI_gene:27131
ZFIN:ZDB-GENE-050913-152	NCBI_gene:58533
ZFIN:ZDB-GENE-030131-1923	NCBI_gene:8723
ZFIN:ZDB-GENE-060302-3	NCBI_gene:6642
ZFIN:ZDB-GENE-041111-209	NCBI_gene:257364
ZFIN:ZDB-GENE-031118-50	NCBI_gene:51429
ZFIN:ZDB-GENE-070705-339	NCBI_gene:112574
ZFIN:ZDB-GENE-031202-1	NCBI_gene:102465503
ZFIN:ZDB-GENE-040704-77	NCBI_gene:51375
ZFIN:ZDB-GENE-050417-330	NCBI_gene:401548
ZFIN:ZDB-GENE-040426-787	NCBI_gene:29934
ZFIN:ZDB-GENE-050809-44	NCBI_gene:29887
ZFIN:ZDB-GENE-041111-253	NCBI_gene:29916
ZFIN:ZDB-GENE-030131-921	NCBI_gene:8724
ZFIN:ZDB-GENE-061201-9	NCBI_gene:8870
ZFIN:ZDB-GENE-061201-9	NCBI_gene:8870
ZFIN:ZDB-GENE-061201-9	NCBI_gene:8870
ZFIN:ZDB-GENE-061201-9	NCBI_gene:8870
ZFIN:ZDB-GENE-061201-9	NCBI_gene:8870
ZFIN:ZDB-GENE-061201-9	NCBI_gene:8870
ZFIN:ZDB-GENE-040426-931	NCBI_gene:6433
ZFIN:ZDB-GENE-060503-837	NCBI_gene:11129
ZFIN:ZDB-GENE-030131-9532	NCBI_gene:5336
ZFIN:ZDB-GENE-030421-3	NCBI_gene:5335
ZFIN:ZDB-GENE-090313-194	NCBI_gene:5334
ZFIN:ZDB-GENE-030616-594	NCBI_gene:5331
ZFIN:ZDB-GENE-060503-398	NCBI_gene:23007
ZFIN:ZDB-GENE-070620-1	NCBI_gene:113026
ZFIN:ZDB-GENE-050208-654	NCBI_gene:84812
ZFIN:ZDB-GENE-071004-78	NCBI_gene:5333
ZFIN:ZDB-GENE-080220-16	NCBI_gene:8840
ZFIN:ZDB-GENE-041001-86	NCBI_gene:8838
ZFIN:ZDB-GENE-040426-3	NCBI_gene:3491
ZFIN:ZDB-GENE-060223-1	NCBI_gene:8839
ZFIN:ZDB-GENE-030131-102	NCBI_gene:1490
ZFIN:ZDB-GENE-050320-54	NCBI_gene:51244
ZFIN:ZDB-GENE-050419-99	NCBI_gene:121551
ZFIN:ZDB-GENE-080218-26	NCBI_gene:90135
ZFIN:ZDB-GENE-041210-282	NCBI_gene:22903
ZFIN:ZDB-GENE-030829-3	NCBI_gene:55643
ZFIN:ZDB-GENE-040426-937	NCBI_gene:55709
ZFIN:ZDB-GENE-030131-5524	NCBI_gene:55175
ZFIN:ZDB-GENE-040704-39	NCBI_gene:114781
ZFIN:ZDB-GENE-040426-1378	NCBI_gene:8405
ZFIN:ZDB-GENE-061103-277	NCBI_gene:339745
ZFIN:ZDB-GENE-050320-3	NCBI_gene:339745
ZFIN:ZDB-GENE-081104-272	NCBI_gene:203547
ZFIN:ZDB-GENE-070112-1092	NCBI_gene:26022
ZFIN:ZDB-GENE-030131-4053	NCBI_gene:102724095
ZFIN:ZDB-GENE-031105-2	NCBI_gene:1537
ZFIN:ZDB-GENE-041212-10	NCBI_gene:29945
ZFIN:ZDB-GENE-040801-128	NCBI_gene:84930
ZFIN:ZDB-GENE-070424-62	NCBI_gene:100533105
ZFIN:ZDB-GENE-030131-9632	NCBI_gene:10110
ZFIN:ZDB-GENE-030131-2860	NCBI_gene:6446
ZFIN:ZDB-GENE-070912-336	NCBI_gene:375449
ZFIN:ZDB-GENE-091204-271	NCBI_gene:202374
ZFIN:ZDB-GENE-050119-6	NCBI_gene:26524
ZFIN:ZDB-GENE-050523-2	NCBI_gene:9113
ZFIN:ZDB-GENE-040426-838	NCBI_gene:9897
ZFIN:ZDB-GENE-041220-1	NCBI_gene:102724492
ZFIN:ZDB-GENE-060526-100	NCBI_gene:10004
ZFIN:ZDB-GENE-040426-1025	NCBI_gene:10003
ZFIN:ZDB-GENE-050522-383	NCBI_gene:23383
ZFIN:ZDB-GENE-060929-864	NCBI_gene:125170
ZFIN:ZDB-GENE-060810-64	NCBI_gene:54471
ZFIN:ZDB-GENE-050320-133	NCBI_gene:314
ZFIN:ZDB-GENE-061103-112	NCBI_gene:26
ZFIN:ZDB-GENE-041210-220	NCBI_gene:9515
ZFIN:ZDB-GENE-090821-5	NCBI_gene:134957
ZFIN:ZDB-GENE-030131-9877	NCBI_gene:3993
ZFIN:ZDB-GENE-060825-69	NCBI_gene:3996
ZFIN:ZDB-GENE-060526-22	NCBI_gene:54980
ZFIN:ZDB-GENE-061108-1	NCBI_gene:79068
ZFIN:ZDB-GENE-030131-5365	NCBI_gene:54855
ZFIN:ZDB-GENE-091118-44	NCBI_gene:169966
ZFIN:ZDB-GENE-071004-35	NCBI_gene:55603
ZFIN:ZDB-GENE-070705-287	NCBI_gene:79677
ZFIN:ZDB-GENE-061013-288	NCBI_gene:23137
ZFIN:ZDB-GENE-030131-4648	NCBI_gene:6948
ZFIN:ZDB-GENE-030131-5201	NCBI_gene:55142
ZFIN:ZDB-GENE-070410-121	NCBI_gene:4350
ZFIN:ZDB-GENE-060503-710	NCBI_gene:11213
ZFIN:ZDB-GENE-071116-5	NCBI_gene:3654
ZFIN:ZDB-GENE-040426-738	NCBI_gene:51135
ZFIN:ZDB-GENE-090313-379	NCBI_gene:83903
ZFIN:ZDB-GENE-060531-152	NCBI_gene:80303
ZFIN:ZDB-GENE-061215-7	NCBI_gene:84913
ZFIN:ZDB-GENE-080903-1	NCBI_gene:167826
ZFIN:ZDB-GENE-050107-2	NCBI_gene:102723612
ZFIN:ZDB-GENE-030131-4013	NCBI_gene:10215
ZFIN:ZDB-GENE-040426-1411	NCBI_gene:27319
ZFIN:ZDB-GENE-050913-22	NCBI_gene:128408
ZFIN:ZDB-GENE-990415-174	NCBI_gene:4762
ZFIN:ZDB-GENE-000926-1	NCBI_gene:220202
ZFIN:ZDB-GENE-990415-17	NCBI_gene:474
ZFIN:ZDB-GENE-010608-2	NCBI_gene:63974
ZFIN:ZDB-GENE-030730-1	NCBI_gene:58158
ZFIN:ZDB-GENE-010608-3	NCBI_gene:4761
ZFIN:ZDB-GENE-990415-172	NCBI_gene:4760
ZFIN:ZDB-GENE-070803-3	NCBI_gene:168620
ZFIN:ZDB-GENE-070209-253	NCBI_gene:25821
ZFIN:ZDB-GENE-030131-362	NCBI_gene:25957
ZFIN:ZDB-GENE-061215-52	NCBI_gene:55893
ZFIN:ZDB-GENE-000616-14	NCBI_gene:2618
ZFIN:ZDB-GENE-100812-6	NCBI_gene:9625
ZFIN:ZDB-GENE-080721-1	NCBI_gene:138311
ZFIN:ZDB-GENE-030131-8001	NCBI_gene:125704
ZFIN:ZDB-GENE-091118-114	NCBI_gene:388228
ZFIN:ZDB-GENE-041024-9	NCBI_gene:133619
ZFIN:ZDB-GENE-070216-3	NCBI_gene:22911
ZFIN:ZDB-GENE-041210-42	NCBI_gene:55388
ZFIN:ZDB-GENE-060825-128	NCBI_gene:23201
ZFIN:ZDB-GENE-060929-180	NCBI_gene:130074
ZFIN:ZDB-GENE-030131-3431	NCBI_gene:5412
ZFIN:ZDB-GENE-990415-87	NCBI_gene:2596
ZFIN:ZDB-GENE-040426-1939	NCBI_gene:79017
ZFIN:ZDB-GENE-030131-2466	NCBI_gene:51163
ZFIN:ZDB-GENE-030131-9100	NCBI_gene:51406
ZFIN:ZDB-GENE-031113-1	NCBI_gene:47
ZFIN:ZDB-GENE-090311-3	NCBI_gene:9148
ZFIN:ZDB-GENE-050522-102	NCBI_gene:54492
ZFIN:ZDB-GENE-070410-31	NCBI_gene:140825
ZFIN:ZDB-GENE-030521-13	NCBI_gene:1027
ZFIN:ZDB-GENE-040123-1	NCBI_gene:1028
